No.,case,Wind_direction,x(m),y(m),z(m),Velocity_Ratio
50,ac,S,-45.5,-45,2,0.14
51,ac,S,-24.5,-19.5,2,0.32
52,ac,S,-31,-23.5,2,0.16
53,ac,S,-24.5,-38,2,0.18
54,ac,S,-20,-30.5,2,0.24
55,ac,S,-11,-50,2,0.24
56,ac,S,38,5.5,2,0.91
57,ac,S,74,22,2,0.48
58,ac,S,63,0.5,2,0.89
59,ac,S,50.5,-22.5,2,0.3
60,ac,S,88.5,-6,2,0.75
61,ac,S,31,0,2,0.52
62,ac,S,39.5,-20,2,0.32
63,ac,S,92.5,20,2,0.69
64,ac,S,100.5,3.5,2,0.55
65,ac,S,-83,-94,2,0.24
66,ac,S,-49.5,-78.5,2,0.18
67,ac,S,-10,-59.5,2,0.22
68,ac,S,1,-54,2,0.4
69,ac,S,26,-43,2,0.16
70,ac,S,46.5,-33.5,2,0.32
71,ac,S,66.5,-24.5,2,0.44
72,ac,S,82,-17.5,2,0.48
73,ac,S,98.5,-9.5,2,0.38
74,ac,S,56.5,-54.5,2,0.24
75,ac,S,109,-17.5,2,0.44
76,ac,S,116,-30.5,2,0.54
77,ac,S,5,-94,2,0.32
78,ac,S,45.5,-86.5,2,0.52
79,ac,S,81.5,-69.5,2,0.4
80,ac,S,125,-49.5,2,0.63
1,ac,SSW,-27,112,2,0.2
2,ac,SSW,-93,33,2,0.65
3,ac,SSW,-88,35,2,0.71
4,ac,SSW,-74,40,2,0.87
5,ac,SSW,-61,45.5,2,0.91
6,ac,SSW,-50.5,49.5,2,0.61
7,ac,SSW,-33.5,57.5,2,0.42
8,ac,SSW,-9.5,69,2,0.2
9,ac,SSW,7,76.5,2,0.18
10,ac,SSW,45,94,2,0.26
11,ac,SSW,80.5,110,2,0.34
12,ac,SSW,-133,21,2,0.16
13,ac,SSW,-97,19,2,0.73
14,ac,SSW,-84,22.5,2,1.17
15,ac,SSW,-65.5,29.5,2,0.67
16,ac,SSW,-47.5,36.5,2,0.4
17,ac,SSW,-25,47,2,0.32
18,ac,SSW,-5,56,2,0.22
19,ac,SSW,13.5,64.5,2,0.42
20,ac,SSW,50,81.5,2,0.16
21,ac,SSW,87,97.5,2,0.34
22,ac,SSW,-114.5,-8,2,0.3
23,ac,SSW,-90.5,8,2,0.55
24,ac,SSW,-56,33,2,0.63
25,ac,SSW,-51,22,2,0.57
26,ac,SSW,-46.5,11,2,0.61
27,ac,SSW,-39,16,2,0.85
28,ac,SSW,-39.5,-4,2,0.91
29,ac,SSW,-32,0,2,0.55
30,ac,SSW,-39,-11,2,0.77
31,ac,SSW,6.5,52,2,0.4
32,ac,SSW,65.5,74.5,2,0.4
33,ac,SSW,73.5,56.5,2,0.61
34,ac,SSW,-117.5,-32,2,0.2
35,ac,SSW,-86.5,-35.5,2,0.22
36,ac,SSW,-75,-31.5,2,0.42
37,ac,SSW,-55.5,-23,2,0.54
38,ac,SSW,-26,-10,2,0.63
39,ac,SSW,-9,-2.5,2,0.34
40,ac,SSW,6.5,4.5,2,0.46
41,ac,SSW,29.5,15,2,0.54
42,ac,SSW,53,26,2,0.5
43,ac,SSW,67.5,32.5,2,0.44
44,ac,SSW,83,39,2,0.65
45,ac,SSW,120.5,56.5,2,0.3
46,ac,SSW,-121,-56.5,2,0.22
47,ac,SSW,-96.5,-59.5,2,0.2
48,ac,SSW,-77,-59,2,0.26
49,ac,SSW,-59.5,-51.5,2,0.18
50,ac,SSW,-45.5,-45,2,0.2
51,ac,SSW,-24.5,-19.5,2,0.44
52,ac,SSW,-31,-23.5,2,0.3
53,ac,SSW,-24.5,-38,2,0.32
54,ac,SSW,-20,-30.5,2,0.46
55,ac,SSW,-11,-50,2,0.26
56,ac,SSW,38,5.5,2,0.79
57,ac,SSW,74,22,2,0.54
58,ac,SSW,63,0.5,2,0.75
59,ac,SSW,50.5,-22.5,2,0.34
60,ac,SSW,88.5,-6,2,0.77
61,ac,SSW,31,0,2,0.46
62,ac,SSW,39.5,-20,2,0.36
63,ac,SSW,92.5,20,2,0.69
64,ac,SSW,100.5,3.5,2,0.54
65,ac,SSW,-83,-94,2,0.36
66,ac,SSW,-49.5,-78.5,2,0.14
67,ac,SSW,-10,-59.5,2,0.32
68,ac,SSW,1,-54,2,0.44
69,ac,SSW,26,-43,2,0.22
70,ac,SSW,46.5,-33.5,2,0.26
71,ac,SSW,66.5,-24.5,2,0.38
72,ac,SSW,82,-17.5,2,0.42
73,ac,SSW,98.5,-9.5,2,0.28
74,ac,SSW,56.5,-54.5,2,0.3
75,ac,SSW,109,-17.5,2,0.4
76,ac,SSW,116,-30.5,2,0.42
77,ac,SSW,5,-94,2,0.32
78,ac,SSW,45.5,-86.5,2,0.54
79,ac,SSW,81.5,-69.5,2,0.55
80,ac,SSW,125,-49.5,2,0.57
1,ac,SW,-27,112,2,0.16
2,ac,SW,-93,33,2,0.69
3,ac,SW,-88,35,2,0.79
4,ac,SW,-74,40,2,0.99
5,ac,SW,-61,45.5,2,1.11
6,ac,SW,-50.5,49.5,2,0.99
7,ac,SW,-33.5,57.5,2,0.57
8,ac,SW,-9.5,69,2,0.36
9,ac,SW,7,76.5,2,0.3
10,ac,SW,45,94,2,0.34
11,ac,SW,80.5,110,2,0.52
12,ac,SW,-133,21,2,0.22
13,ac,SW,-97,19,2,0.71
14,ac,SW,-84,22.5,2,1.27
15,ac,SW,-65.5,29.5,2,1.11
16,ac,SW,-47.5,36.5,2,0.59
17,ac,SW,-25,47,2,0.36
18,ac,SW,-5,56,2,0.24
19,ac,SW,13.5,64.5,2,0.48
20,ac,SW,50,81.5,2,0.34
21,ac,SW,87,97.5,2,0.48
22,ac,SW,-114.5,-8,2,0.38
23,ac,SW,-90.5,8,2,0.65
24,ac,SW,-56,33,2,0.67
25,ac,SW,-51,22,2,0.44
26,ac,SW,-46.5,11,2,0.28
27,ac,SW,-39,16,2,0.85
28,ac,SW,-39.5,-4,2,1.07
29,ac,SW,-32,0,2,0.67
30,ac,SW,-39,-11,2,1.01
31,ac,SW,6.5,52,2,0.24
32,ac,SW,65.5,74.5,2,0.2
33,ac,SW,73.5,56.5,2,0.22
34,ac,SW,-117.5,-32,2,0.28
35,ac,SW,-86.5,-35.5,2,0.3
36,ac,SW,-75,-31.5,2,0.54
37,ac,SW,-55.5,-23,2,0.95
38,ac,SW,-26,-10,2,0.83
39,ac,SW,-9,-2.5,2,0.34
40,ac,SW,6.5,4.5,2,0.32
41,ac,SW,29.5,15,2,0.54
42,ac,SW,53,26,2,0.57
43,ac,SW,67.5,32.5,2,0.34
44,ac,SW,83,39,2,0.54
45,ac,SW,120.5,56.5,2,0.24
46,ac,SW,-121,-56.5,2,0.38
47,ac,SW,-96.5,-59.5,2,0.14
48,ac,SW,-77,-59,2,0.34
49,ac,SW,-59.5,-51.5,2,0.4
50,ac,SW,-45.5,-45,2,0.38
51,ac,SW,-24.5,-19.5,2,0.42
52,ac,SW,-31,-23.5,2,0.32
53,ac,SW,-24.5,-38,2,0.32
54,ac,SW,-20,-30.5,2,0.4
55,ac,SW,-11,-50,2,0.3
56,ac,SW,38,5.5,2,0.79
57,ac,SW,74,22,2,0.38
58,ac,SW,63,0.5,2,0.63
59,ac,SW,50.5,-22.5,2,0.46
60,ac,SW,88.5,-6,2,0.73
61,ac,SW,31,0,2,0.57
62,ac,SW,39.5,-20,2,0.5
63,ac,SW,92.5,20,2,0.59
64,ac,SW,100.5,3.5,2,0.5
65,ac,SW,-83,-94,2,0.5
66,ac,SW,-49.5,-78.5,2,0.36
67,ac,SW,-10,-59.5,2,0.28
68,ac,SW,1,-54,2,0.4
69,ac,SW,26,-43,2,0.24
70,ac,SW,46.5,-33.5,2,0.32
71,ac,SW,66.5,-24.5,2,0.42
72,ac,SW,82,-17.5,2,0.4
73,ac,SW,98.5,-9.5,2,0.32
74,ac,SW,56.5,-54.5,2,0.28
75,ac,SW,109,-17.5,2,0.44
76,ac,SW,116,-30.5,2,0.42
77,ac,SW,5,-94,2,0.4
78,ac,SW,45.5,-86.5,2,0.63
79,ac,SW,81.5,-69.5,2,0.63
80,ac,SW,125,-49.5,2,0.46
1,ac,WSW,-27,112,2,0.36
2,ac,WSW,-93,33,2,0.61
3,ac,WSW,-88,35,2,0.63
4,ac,WSW,-74,40,2,0.81
5,ac,WSW,-61,45.5,2,0.81
6,ac,WSW,-50.5,49.5,2,0.75
7,ac,WSW,-33.5,57.5,2,0.55
8,ac,WSW,-9.5,69,2,0.42
9,ac,WSW,7,76.5,2,0.38
10,ac,WSW,45,94,2,0.32
11,ac,WSW,80.5,110,2,0.48
12,ac,WSW,-133,21,2,0.32
13,ac,WSW,-97,19,2,0.5
14,ac,WSW,-84,22.5,2,1.03
15,ac,WSW,-65.5,29.5,2,1.01
16,ac,WSW,-47.5,36.5,2,0.63
17,ac,WSW,-25,47,2,0.67
18,ac,WSW,-5,56,2,0.55
19,ac,WSW,13.5,64.5,2,0.75
20,ac,WSW,50,81.5,2,0.44
21,ac,WSW,87,97.5,2,0.55
22,ac,WSW,-114.5,-8,2,0.32
23,ac,WSW,-90.5,8,2,0.52
24,ac,WSW,-56,33,2,0.91
25,ac,WSW,-51,22,2,0.61
26,ac,WSW,-46.5,11,2,0.48
27,ac,WSW,-39,16,2,0.61
28,ac,WSW,-39.5,-4,2,0.93
29,ac,WSW,-32,0,2,0.71
30,ac,WSW,-39,-11,2,1.05
31,ac,WSW,6.5,52,2,0.36
32,ac,WSW,65.5,74.5,2,0.2
33,ac,WSW,73.5,56.5,2,0.18
34,ac,WSW,-117.5,-32,2,0.28
35,ac,WSW,-86.5,-35.5,2,0.3
36,ac,WSW,-75,-31.5,2,0.52
37,ac,WSW,-55.5,-23,2,1.05
38,ac,WSW,-26,-10,2,0.93
39,ac,WSW,-9,-2.5,2,0.57
40,ac,WSW,6.5,4.5,2,0.44
41,ac,WSW,29.5,15,2,0.46
42,ac,WSW,53,26,2,0.48
43,ac,WSW,67.5,32.5,2,0.38
44,ac,WSW,83,39,2,0.28
45,ac,WSW,120.5,56.5,2,0.2
46,ac,WSW,-121,-56.5,2,0.32
47,ac,WSW,-96.5,-59.5,2,0.16
48,ac,WSW,-77,-59,2,0.32
49,ac,WSW,-59.5,-51.5,2,0.48
50,ac,WSW,-45.5,-45,2,0.44
51,ac,WSW,-24.5,-19.5,2,0.46
52,ac,WSW,-31,-23.5,2,0.38
53,ac,WSW,-24.5,-38,2,0.3
54,ac,WSW,-20,-30.5,2,0.38
55,ac,WSW,-11,-50,2,0.42
56,ac,WSW,38,5.5,2,0.65
57,ac,WSW,74,22,2,0.34
58,ac,WSW,63,0.5,2,0.4
59,ac,WSW,50.5,-22.5,2,0.57
60,ac,WSW,88.5,-6,2,0.46
61,ac,WSW,31,0,2,0.57
62,ac,WSW,39.5,-20,2,0.57
63,ac,WSW,92.5,20,2,0.36
64,ac,WSW,100.5,3.5,2,0.34
65,ac,WSW,-83,-94,2,0.36
66,ac,WSW,-49.5,-78.5,2,0.61
67,ac,WSW,-10,-59.5,2,0.32
68,ac,WSW,1,-54,2,0.32
69,ac,WSW,26,-43,2,0.3
70,ac,WSW,46.5,-33.5,2,0.44
71,ac,WSW,66.5,-24.5,2,0.5
72,ac,WSW,82,-17.5,2,0.4
73,ac,WSW,98.5,-9.5,2,0.32
74,ac,WSW,56.5,-54.5,2,0.26
75,ac,WSW,109,-17.5,2,0.3
76,ac,WSW,116,-30.5,2,0.38
77,ac,WSW,5,-94,2,0.32
78,ac,WSW,45.5,-86.5,2,0.5
79,ac,WSW,81.5,-69.5,2,0.52
80,ac,WSW,125,-49.5,2,0.44
1,ac,W,-27,112,2,0.38
2,ac,W,-93,33,2,0.55
3,ac,W,-88,35,2,0.55
4,ac,W,-74,40,2,0.67
5,ac,W,-61,45.5,2,0.65
6,ac,W,-50.5,49.5,2,0.63
7,ac,W,-33.5,57.5,2,0.5
8,ac,W,-9.5,69,2,0.38
9,ac,W,7,76.5,2,0.3
10,ac,W,45,94,2,0.24
11,ac,W,80.5,110,2,0.24
12,ac,W,-133,21,2,0.36
13,ac,W,-97,19,2,0.4
14,ac,W,-84,22.5,2,0.73
15,ac,W,-65.5,29.5,2,0.83
16,ac,W,-47.5,36.5,2,0.54
17,ac,W,-25,47,2,0.63
18,ac,W,-5,56,2,0.59
19,ac,W,13.5,64.5,2,0.63
20,ac,W,50,81.5,2,0.38
21,ac,W,87,97.5,2,0.42
22,ac,W,-114.5,-8,2,0.26
23,ac,W,-90.5,8,2,0.36
24,ac,W,-56,33,2,0.75
25,ac,W,-51,22,2,0.79
26,ac,W,-46.5,11,2,0.34
27,ac,W,-39,16,2,0.81
28,ac,W,-39.5,-4,2,0.55
29,ac,W,-32,0,2,0.73
30,ac,W,-39,-11,2,0.87
31,ac,W,6.5,52,2,0.65
32,ac,W,65.5,74.5,2,0.2
33,ac,W,73.5,56.5,2,0.22
34,ac,W,-117.5,-32,2,0.24
35,ac,W,-86.5,-35.5,2,0.28
36,ac,W,-75,-31.5,2,0.48
37,ac,W,-55.5,-23,2,1.17
38,ac,W,-26,-10,2,0.93
39,ac,W,-9,-2.5,2,0.54
40,ac,W,6.5,4.5,2,0.44
41,ac,W,29.5,15,2,0.34
42,ac,W,53,26,2,0.22
43,ac,W,67.5,32.5,2,0.24
44,ac,W,83,39,2,0.26
45,ac,W,120.5,56.5,2,0.22
46,ac,W,-121,-56.5,2,0.22
47,ac,W,-96.5,-59.5,2,0.16
48,ac,W,-77,-59,2,0.34
49,ac,W,-59.5,-51.5,2,0.46
50,ac,W,-45.5,-45,2,0.44
51,ac,W,-24.5,-19.5,2,0.52
52,ac,W,-31,-23.5,2,0.4
53,ac,W,-24.5,-38,2,0.28
54,ac,W,-20,-30.5,2,0.5
55,ac,W,-11,-50,2,0.36
56,ac,W,38,5.5,2,0.46
57,ac,W,74,22,2,0.3
58,ac,W,63,0.5,2,0.34
59,ac,W,50.5,-22.5,2,0.44
60,ac,W,88.5,-6,2,0.2
61,ac,W,31,0,2,0.36
62,ac,W,39.5,-20,2,0.38
63,ac,W,92.5,20,2,0.32
64,ac,W,100.5,3.5,2,0.32
65,ac,W,-83,-94,2,0.28
66,ac,W,-49.5,-78.5,2,0.65
67,ac,W,-10,-59.5,2,0.34
68,ac,W,1,-54,2,0.2
69,ac,W,26,-43,2,0.32
70,ac,W,46.5,-33.5,2,0.36
71,ac,W,66.5,-24.5,2,0.46
72,ac,W,82,-17.5,2,0.34
73,ac,W,98.5,-9.5,2,0.28
74,ac,W,56.5,-54.5,2,0.28
75,ac,W,109,-17.5,2,0.26
76,ac,W,116,-30.5,2,0.3
77,ac,W,5,-94,2,0.32
78,ac,W,45.5,-86.5,2,0.36
79,ac,W,81.5,-69.5,2,0.36
80,ac,W,125,-49.5,2,0.34
1,ac,WNW,-27,112,2,0.36
2,ac,WNW,-93,33,2,0.32
3,ac,WNW,-88,35,2,0.36
4,ac,WNW,-74,40,2,0.5
5,ac,WNW,-61,45.5,2,0.55
6,ac,WNW,-50.5,49.5,2,0.48
7,ac,WNW,-33.5,57.5,2,0.4
8,ac,WNW,-9.5,69,2,0.44
9,ac,WNW,7,76.5,2,0.3
10,ac,WNW,45,94,2,0.18
11,ac,WNW,80.5,110,2,0.16
12,ac,WNW,-133,21,2,0.38
13,ac,WNW,-97,19,2,0.26
14,ac,WNW,-84,22.5,2,0.5
15,ac,WNW,-65.5,29.5,2,0.69
16,ac,WNW,-47.5,36.5,2,0.46
17,ac,WNW,-25,47,2,0.52
18,ac,WNW,-5,56,2,0.57
19,ac,WNW,13.5,64.5,2,0.65
20,ac,WNW,50,81.5,2,0.36
21,ac,WNW,87,97.5,2,0.28
22,ac,WNW,-114.5,-8,2,0.26
23,ac,WNW,-90.5,8,2,0.24
24,ac,WNW,-56,33,2,0.71
25,ac,WNW,-51,22,2,0.79
26,ac,WNW,-46.5,11,2,0.63
27,ac,WNW,-39,16,2,0.77
28,ac,WNW,-39.5,-4,2,0.63
29,ac,WNW,-32,0,2,0.95
30,ac,WNW,-39,-11,2,0.54
31,ac,WNW,6.5,52,2,0.71
32,ac,WNW,65.5,74.5,2,0.38
33,ac,WNW,73.5,56.5,2,0.46
34,ac,WNW,-117.5,-32,2,0.26
35,ac,WNW,-86.5,-35.5,2,0.32
36,ac,WNW,-75,-31.5,2,0.38
37,ac,WNW,-55.5,-23,2,1.07
38,ac,WNW,-26,-10,2,0.89
39,ac,WNW,-9,-2.5,2,0.5
40,ac,WNW,6.5,4.5,2,0.24
41,ac,WNW,29.5,15,2,0.32
42,ac,WNW,53,26,2,0.26
43,ac,WNW,67.5,32.5,2,0.3
44,ac,WNW,83,39,2,0.36
45,ac,WNW,120.5,56.5,2,0.32
46,ac,WNW,-121,-56.5,2,0.24
47,ac,WNW,-96.5,-59.5,2,0.24
48,ac,WNW,-77,-59,2,0.42
49,ac,WNW,-59.5,-51.5,2,0.48
50,ac,WNW,-45.5,-45,2,0.28
51,ac,WNW,-24.5,-19.5,2,0.61
52,ac,WNW,-31,-23.5,2,0.4
53,ac,WNW,-24.5,-38,2,0.28
54,ac,WNW,-20,-30.5,2,0.38
55,ac,WNW,-11,-50,2,0.44
56,ac,WNW,38,5.5,2,0.36
57,ac,WNW,74,22,2,0.55
58,ac,WNW,63,0.5,2,0.46
59,ac,WNW,50.5,-22.5,2,0.24
60,ac,WNW,88.5,-6,2,0.32
61,ac,WNW,31,0,2,0.26
62,ac,WNW,39.5,-20,2,0.2
63,ac,WNW,92.5,20,2,0.57
64,ac,WNW,100.5,3.5,2,0.55
65,ac,WNW,-83,-94,2,0.38
66,ac,WNW,-49.5,-78.5,2,0.63
67,ac,WNW,-10,-59.5,2,0.38
68,ac,WNW,1,-54,2,0.32
69,ac,WNW,26,-43,2,0.38
70,ac,WNW,46.5,-33.5,2,0.38
71,ac,WNW,66.5,-24.5,2,0.32
72,ac,WNW,82,-17.5,2,0.4
73,ac,WNW,98.5,-9.5,2,0.44
74,ac,WNW,56.5,-54.5,2,0.2
75,ac,WNW,109,-17.5,2,0.5
76,ac,WNW,116,-30.5,2,0.46
77,ac,WNW,5,-94,2,0.42
78,ac,WNW,45.5,-86.5,2,0.4
79,ac,WNW,81.5,-69.5,2,0.26
80,ac,WNW,125,-49.5,2,0.36
1,ac,NW,-27,112,2,0.42
2,ac,NW,-93,33,2,0.3
3,ac,NW,-88,35,2,0.3
4,ac,NW,-74,40,2,0.44
5,ac,NW,-61,45.5,2,0.38
6,ac,NW,-50.5,49.5,2,0.28
7,ac,NW,-33.5,57.5,2,0.3
8,ac,NW,-9.5,69,2,0.36
9,ac,NW,7,76.5,2,0.26
10,ac,NW,45,94,2,0.18
11,ac,NW,80.5,110,2,0.1
12,ac,NW,-133,21,2,0.32
13,ac,NW,-97,19,2,0.32
14,ac,NW,-84,22.5,2,0.4
15,ac,NW,-65.5,29.5,2,0.57
16,ac,NW,-47.5,36.5,2,0.36
17,ac,NW,-25,47,2,0.3
18,ac,NW,-5,56,2,0.5
19,ac,NW,13.5,64.5,2,0.5
20,ac,NW,50,81.5,2,0.3
21,ac,NW,87,97.5,2,0.22
22,ac,NW,-114.5,-8,2,0.36
23,ac,NW,-90.5,8,2,0.34
24,ac,NW,-56,33,2,0.65
25,ac,NW,-51,22,2,0.75
26,ac,NW,-46.5,11,2,0.87
27,ac,NW,-39,16,2,0.69
28,ac,NW,-39.5,-4,2,0.89
29,ac,NW,-32,0,2,0.91
30,ac,NW,-39,-11,2,0.54
31,ac,NW,6.5,52,2,0.63
32,ac,NW,65.5,74.5,2,0.38
33,ac,NW,73.5,56.5,2,0.52
34,ac,NW,-117.5,-32,2,0.34
35,ac,NW,-86.5,-35.5,2,0.48
36,ac,NW,-75,-31.5,2,0.34
37,ac,NW,-55.5,-23,2,0.69
38,ac,NW,-26,-10,2,0.87
39,ac,NW,-9,-2.5,2,0.3
40,ac,NW,6.5,4.5,2,0.2
41,ac,NW,29.5,15,2,0.32
42,ac,NW,53,26,2,0.32
43,ac,NW,67.5,32.5,2,0.3
44,ac,NW,83,39,2,0.44
45,ac,NW,120.5,56.5,2,0.32
46,ac,NW,-121,-56.5,2,0.3
47,ac,NW,-96.5,-59.5,2,0.34
48,ac,NW,-77,-59,2,0.44
49,ac,NW,-59.5,-51.5,2,0.42
50,ac,NW,-45.5,-45,2,0.24
51,ac,NW,-24.5,-19.5,2,0.77
52,ac,NW,-31,-23.5,2,0.42
53,ac,NW,-24.5,-38,2,0.28
54,ac,NW,-20,-30.5,2,0.42
55,ac,NW,-11,-50,2,0.28
56,ac,NW,38,5.5,2,0.38
57,ac,NW,74,22,2,0.54
58,ac,NW,63,0.5,2,0.77
59,ac,NW,50.5,-22.5,2,0.5
60,ac,NW,88.5,-6,2,0.38
61,ac,NW,31,0,2,0.34
62,ac,NW,39.5,-20,2,0.42
63,ac,NW,92.5,20,2,0.55
64,ac,NW,100.5,3.5,2,0.5
65,ac,NW,-83,-94,2,0.32
66,ac,NW,-49.5,-78.5,2,0.5
67,ac,NW,-10,-59.5,2,0.36
68,ac,NW,1,-54,2,0.22
69,ac,NW,26,-43,2,0.26
70,ac,NW,46.5,-33.5,2,0.36
71,ac,NW,66.5,-24.5,2,0.32
72,ac,NW,82,-17.5,2,0.44
73,ac,NW,98.5,-9.5,2,0.36
74,ac,NW,56.5,-54.5,2,0.2
75,ac,NW,109,-17.5,2,0.44
76,ac,NW,116,-30.5,2,0.44
77,ac,NW,5,-94,2,0.44
78,ac,NW,45.5,-86.5,2,0.28
79,ac,NW,81.5,-69.5,2,0.2
80,ac,NW,125,-49.5,2,0.42
1,ac,NNW,-27,112,2,0.24
2,ac,NNW,-93,33,2,0.57
3,ac,NNW,-88,35,2,0.44
4,ac,NNW,-74,40,2,0.42
5,ac,NNW,-61,45.5,2,0.26
6,ac,NNW,-50.5,49.5,2,0.24
7,ac,NNW,-33.5,57.5,2,0.32
8,ac,NNW,-9.5,69,2,0.32
9,ac,NNW,7,76.5,2,0.24
10,ac,NNW,45,94,2,0.16
11,ac,NNW,80.5,110,2,0.2
12,ac,NNW,-133,21,2,0.24
13,ac,NNW,-97,19,2,0.55
14,ac,NNW,-84,22.5,2,0.42
15,ac,NNW,-65.5,29.5,2,0.5
16,ac,NNW,-47.5,36.5,2,0.34
17,ac,NNW,-25,47,2,0.22
18,ac,NNW,-5,56,2,0.44
19,ac,NNW,13.5,64.5,2,0.34
20,ac,NNW,50,81.5,2,0.22
21,ac,NNW,87,97.5,2,0.28
22,ac,NNW,-114.5,-8,2,0.4
23,ac,NNW,-90.5,8,2,0.59
24,ac,NNW,-56,33,2,0.59
25,ac,NNW,-51,22,2,0.69
26,ac,NNW,-46.5,11,2,0.69
27,ac,NNW,-39,16,2,0.55
28,ac,NNW,-39.5,-4,2,0.77
29,ac,NNW,-32,0,2,0.65
30,ac,NNW,-39,-11,2,0.67
31,ac,NNW,6.5,52,2,0.48
32,ac,NNW,65.5,74.5,2,0.42
33,ac,NNW,73.5,56.5,2,0.5
34,ac,NNW,-117.5,-32,2,0.42
35,ac,NNW,-86.5,-35.5,2,0.46
36,ac,NNW,-75,-31.5,2,0.3
37,ac,NNW,-55.5,-23,2,0.38
38,ac,NNW,-26,-10,2,0.67
39,ac,NNW,-9,-2.5,2,0.24
40,ac,NNW,6.5,4.5,2,0.22
41,ac,NNW,29.5,15,2,0.3
42,ac,NNW,53,26,2,0.28
43,ac,NNW,67.5,32.5,2,0.24
44,ac,NNW,83,39,2,0.42
45,ac,NNW,120.5,56.5,2,0.22
46,ac,NNW,-121,-56.5,2,0.2
47,ac,NNW,-96.5,-59.5,2,0.28
48,ac,NNW,-77,-59,2,0.36
49,ac,NNW,-59.5,-51.5,2,0.22
50,ac,NNW,-45.5,-45,2,0.18
51,ac,NNW,-24.5,-19.5,2,0.69
52,ac,NNW,-31,-23.5,2,0.5
53,ac,NNW,-24.5,-38,2,0.44
54,ac,NNW,-20,-30.5,2,0.55
55,ac,NNW,-11,-50,2,0.42
56,ac,NNW,38,5.5,2,0.4
57,ac,NNW,74,22,2,0.4
58,ac,NNW,63,0.5,2,0.67
59,ac,NNW,50.5,-22.5,2,0.44
60,ac,NNW,88.5,-6,2,0.59
61,ac,NNW,31,0,2,0.36
62,ac,NNW,39.5,-20,2,0.4
63,ac,NNW,92.5,20,2,0.46
64,ac,NNW,100.5,3.5,2,0.42
65,ac,NNW,-83,-94,2,0.26
66,ac,NNW,-49.5,-78.5,2,0.22
67,ac,NNW,-10,-59.5,2,0.48
68,ac,NNW,1,-54,2,0.22
69,ac,NNW,26,-43,2,0.22
70,ac,NNW,46.5,-33.5,2,0.34
71,ac,NNW,66.5,-24.5,2,0.34
72,ac,NNW,82,-17.5,2,0.3
73,ac,NNW,98.5,-9.5,2,0.42
74,ac,NNW,56.5,-54.5,2,0.22
75,ac,NNW,109,-17.5,2,0.54
76,ac,NNW,116,-30.5,2,0.44
77,ac,NNW,5,-94,2,0.54
78,ac,NNW,45.5,-86.5,2,0.24
79,ac,NNW,81.5,-69.5,2,0.18
80,ac,NNW,125,-49.5,2,0.42
